epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,6942.97,0.47176,5.05457,1.11731,0.00281,0.0008,0.00158,0.0011,2.24038,6.31878,1.37552,8.6549e-06,8.6549e-06,8.6549e-06
65,7048.27,0.49512,5.06847,1.08485,0.00225,0.0004,0.00122,0.00085,2.29279,6.34487,1.39339,8.4272e-06,8.4272e-06,8.4272e-06
66,7152.27,0.45921,5.04441,1.09645,0.00281,0.0004,0.00145,0.00102,2.28115,6.34883,1.37972,8.1995e-06,8.1995e-06,8.1995e-06
67,7256.49,0.45628,5.03731,1.11611,0.00281,0.0004,0.00145,0.00102,2.32776,6.37523,1.40257,7.9718e-06,7.9718e-06,7.9718e-06
68,7363.04,0.54105,5.06888,1.08919,0.00281,0.0004,0.00145,0.00102,2.29611,6.36095,1.38603,7.7441e-06,7.7441e-06,7.7441e-06
69,7466.68,0.47817,5.0875,1.08773,0.00375,0.0004,0.00194,0.00136,2.32739,6.3798,1.40352,7.5164e-06,7.5164e-06,7.5164e-06
70,7579.47,0.68834,5.16554,1.06565,0.00195,0.00161,0.00127,0.00095,2.11198,6.27458,1.30364,7.2887e-06,7.2887e-06,7.2887e-06
71,7684.28,0.49599,5.00434,1.09999,0.00259,0.0012,0.00171,0.00129,2.22265,6.31879,1.34001,7.061e-06,7.061e-06,7.061e-06
72,7790.35,0.51685,5.06677,1.10134,0.00281,0.0008,0.00172,0.0012,2.26568,6.35308,1.35514,6.8333e-06,6.8333e-06,6.8333e-06
73,7892.13,0.42183,5.02969,1.08618,0.00225,0.0004,0.00122,0.00085,2.33862,6.38926,1.39098,6.6056e-06,6.6056e-06,6.6056e-06
74,7993.84,0.41109,4.99383,1.11233,0.00562,0.0004,0.00291,0.00204,2.43352,6.43736,1.42291,6.3779e-06,6.3779e-06,6.3779e-06
75,8098.3,0.54446,5.05062,1.08324,0.00321,0.0008,0.00182,0.00127,2.35259,6.39158,1.38764,6.1502e-06,6.1502e-06,6.1502e-06
76,8200.5,0.4112,5.00794,1.09362,0.00225,0.0004,0.00122,0.00085,2.36124,6.40066,1.4034,5.9225e-06,5.9225e-06,5.9225e-06
77,8310.25,0.58324,5.1093,1.09018,0.00225,0.0004,0.00122,0.00085,2.33263,6.38487,1.39288,5.6948e-06,5.6948e-06,5.6948e-06
78,8414.87,0.5132,5.04705,1.0827,0.00375,0.0008,0.00215,0.0015,2.27696,6.35091,1.36627,5.4671e-06,5.4671e-06,5.4671e-06
79,8518.63,0.45596,5.01288,1.06561,0.00321,0.0008,0.00182,0.00127,2.27304,6.35649,1.36707,5.2394e-06,5.2394e-06,5.2394e-06
80,8622.4,0.48806,5.02008,1.11012,0.00449,0.0008,0.00241,0.00169,2.31242,6.38472,1.37521,5.0117e-06,5.0117e-06,5.0117e-06
81,8722.89,0.42362,5.01221,1.09675,0.00281,0.0004,0.00145,0.00102,2.36292,6.41219,1.39926,4.784e-06,4.784e-06,4.784e-06
82,8828.95,0.55518,5.0477,1.07405,0.00281,0.0004,0.00145,0.00102,2.30333,6.39466,1.37665,4.5563e-06,4.5563e-06,4.5563e-06
83,8933.66,0.48128,5.01748,1.1055,0.00281,0.0004,0.00145,0.00102,2.33128,6.39921,1.38748,4.3286e-06,4.3286e-06,4.3286e-06
84,9040.84,0.55268,5.04791,1.07908,0.00375,0.0008,0.00206,0.00144,2.28619,6.36908,1.36879,4.1009e-06,4.1009e-06,4.1009e-06
85,9151.88,0.40507,5.0057,1.0938,0.00225,0.0004,0.00118,0.00083,2.32211,6.38704,1.38289,3.8732e-06,3.8732e-06,3.8732e-06
86,9257.95,0.53916,5.04929,1.06959,0.00375,0.0008,0.00206,0.00144,2.28233,6.35912,1.35928,3.6455e-06,3.6455e-06,3.6455e-06
87,9365.03,0.55669,5.02457,1.09147,0.00375,0.0008,0.00206,0.00144,2.27218,6.35177,1.35317,3.4178e-06,3.4178e-06,3.4178e-06
88,9465.69,0.43889,5.00023,1.11021,0.00281,0.0004,0.00149,0.00104,2.35612,6.4167,1.39765,3.1901e-06,3.1901e-06,3.1901e-06
89,9573.02,0.47234,5.03546,1.08148,0.00225,0.0004,0.00122,0.00085,2.34995,6.40086,1.39018,2.9624e-06,2.9624e-06,2.9624e-06
90,9677.83,0.45186,4.98049,1.09331,0.00281,0.0004,0.00149,0.00104,2.36857,6.4084,1.40291,2.7347e-06,2.7347e-06,2.7347e-06
91,9782.66,0.54582,5.546,1.22006,0.00187,0.0004,0.00104,0.00072,2.34652,6.40528,1.41315,2.507e-06,2.507e-06,2.507e-06
92,9887.85,0.46479,5.49961,1.13583,0.00187,0.0004,0.00097,0.00068,2.33241,6.39636,1.41332,2.2793e-06,2.2793e-06,2.2793e-06
93,9992.21,0.47157,5.56672,1.16931,0.00187,0.0004,0.00097,0.00068,2.33979,6.40828,1.41931,2.0516e-06,2.0516e-06,2.0516e-06
94,10094.1,0.50035,5.57218,1.23011,0.00187,0.0004,0.00097,0.00068,2.36688,6.42605,1.44346,1.8239e-06,1.8239e-06,1.8239e-06
95,10197.1,0.50003,5.57245,1.1728,0.00187,0.0004,0.00097,0.00068,2.37042,6.42776,1.43353,1.5962e-06,1.5962e-06,1.5962e-06
96,10298.8,0.45995,5.55797,1.15136,0.00187,0.0004,0.00097,0.00068,2.41129,6.44683,1.45402,1.3685e-06,1.3685e-06,1.3685e-06
97,10402.4,0.45959,5.49225,1.16471,0.00187,0.0004,0.00097,0.00068,2.40385,6.45115,1.46501,1.1408e-06,1.1408e-06,1.1408e-06
98,10503.9,0.44371,5.52039,1.15552,0.00187,0.0004,0.00097,0.00068,2.40551,6.45193,1.45093,9.131e-07,9.131e-07,9.131e-07
99,10607.9,0.45957,5.4583,1.12121,0.00187,0.0004,0.00097,0.00068,2.3803,6.43902,1.4498,6.854e-07,6.854e-07,6.854e-07
100,10710.9,0.4363,5.5111,1.11982,0.00187,0.0004,0.00097,0.00068,2.36743,6.42668,1.43955,4.577e-07,4.577e-07,4.577e-07
